Source,Target,Type,Id,Label
"GP","TH","Undirected","1","2.1.19"
"BZ","TH","Undirected","2","2.2.2"
"BZ","JV","Undirected","3","2.2.2"
"BS","JV","Undirected","4","2.2.3"
"CO","EP","Undirected","5","2.3.1"
"AZ","CO","Undirected","6","2.3.1"
"CO","GA","Undirected","7","2.3.1"
"AZ","EP","Undirected","8","2.3.1"
"EP","GA","Undirected","9","2.3.1"
"AZ","GA","Undirected","10","2.3.1"
"TH","TM","Undirected","11","2.3.2"
"CO","TM","Undirected","12","2.3.3"
"PZ","TM","Undirected","13","2.3.3"
"CO","PZ","Undirected","14","2.3.3"
"CO","TM","Undirected","15","2.3.3"
"AZ","EP","Undirected","16","2.3.4"
"CO","TM","Undirected","17","2.3.4"
"CO","JV","Undirected","18","2.3.5"
"JV","LP","Undirected","19","2.3.6"
"DH","JV","Undirected","20","2.3.6"
"DH","LP","Undirected","21","2.3.6"
"CF","JV","Undirected","22","2.3.6"
"CO","JV","Undirected","23","2.3.6"
"CO","JV","Undirected","24","2.3.7"
"CO","TM","Undirected","25","2.3.8"
"JV","TM","Undirected","26","2.3.8"
"JV","TH","Undirected","27","2.3.8"
"JV","TM","Undirected","28","2.3.8"
"TH","TM","Undirected","29","2.3.8"
"CO","JV","Undirected","30","2.3.8"
"CO","TM","Undirected","31","2.3.8"
"JV","TM","Undirected","32","2.3.8"
"CO","JV","Undirected","33","2.3.8"
"CO","TM","Undirected","34","2.3.8"
"JV","TM","Undirected","35","2.3.8"
"AZ","EP","Undirected","36","2.3.8"
"EP","TM","Undirected","37","2.3.8"
"AZ","TM","Undirected","38","2.3.8"
"JV","TM","Undirected","39","2.3.8"
"CO","JV","Undirected","40","2.3.8"
"CO","TM","Undirected","41","2.3.8"
"CO","TM","Undirected","42","2.3.8"
"TH","TM","Undirected","43","2.3.8"
"AZ","EP","Undirected","44","2.3.8"
"JV","TM","Undirected","45","2.3.8"
"EP","TM","Undirected","46","2.3.8"
"CO","TM","Undirected","47","2.3.8"
"JV","TM","Undirected","48","2.3.8"
"TH","TM","Undirected","49","2.3.8"
"JV","TH","Undirected","50","2.3.8"
"TH","TM","Undirected","51","2.3.8"
"CO","JV","Undirected","52","2.3.8"
"TH","TM","Undirected","53","2.3.9"
"TH","TM","Undirected","54","2.3.9"
"JV","TH","Undirected","55","2.3.9"
"JV","TM","Undirected","56","2.3.9"
"JV","TH","Undirected","57","2.3.9"
"CO","TM","Undirected","58","2.3.9"
"CO","JV","Undirected","59","2.3.9"
"TH","TM","Undirected","60","2.3.10"
"JV","TH","Undirected","61","2.3.10"
"CO","JV","Undirected","62","2.3.10"
"CO","JV","Undirected","63","2.3.11"
"CO","JV","Undirected","64","2.4.2"
"CO","JV","Undirected","65","2.4.3"
"CO","JV","Undirected","66","2.4.3"
"CO","JV","Undirected","67","2.4.4"
"JV","LL","Undirected","68","2.4.4"
"CO","LL","Undirected","69","2.4.4"
"JV","LL","Undirected","70","2.4.4"
"JA","JV","Undirected","71","2.4.5"
"CO","JV","Undirected","72","2.4.5"
"JA","JV","Undirected","73","2.4.5"
"JV","LL","Undirected","74","2.4.5"
"CO","JV","Undirected","75","2.5.1"
"JA","JV","Undirected","76","2.5.1"
"CO","JV","Undirected","77","2.5.2"
"JV","KA","Undirected","78","2.5.2"
"CO","JV","Undirected","79","2.5.3"
"CO","JV","Undirected","80","2.5.4"
"JV","SO","Undirected","81","2.5.5"
"JA","JV","Undirected","82","2.5.5"
"JA","SO","Undirected","83","2.5.5"
"CO","JV","Undirected","84","2.5.5"
"JA","SO","Undirected","85","2.5.5"
"CO","JV","Undirected","86","2.5.6"
"CO","JV","Undirected","87","2.5.7"
"CO","JV","Undirected","88","2.5.8"
"FF","JV","Undirected","89","2.5.8"
"CO","JV","Undirected","90","2.5.8"
"FF","JV","Undirected","91","2.5.9"
"CO","JV","Undirected","92","2.5.9"
"CO","FF","Undirected","93","2.5.9"
"FF","JV","Undirected","94","2.5.9"
"TH","TM","Undirected","95","2.5.10"
"JA","TH","Undirected","96","2.5.10"
"JA","TM","Undirected","97","2.5.10"
"JA","JV","Undirected","98","2.5.10"
"JA","LL","Undirected","99","2.5.10"
"JA","JV","Undirected","100","2.5.10"
"JA","SO","Undirected","101","2.5.10"
"CO","JV","Undirected","102","2.8.1"
"FF","JV","Undirected","103","2.8.1"
"CO","FF","Undirected","104","2.8.1"
"FF","MI","Undirected","105","2.8.2"
"FF","MI","Undirected","106","2.8.3"
"CO","JV","Undirected","107","2.8.4"
"FF","JV","Undirected","108","2.8.4"
"FF","GR","Undirected","109","2.8.5"
"FF","GR","Undirected","110","2.8.7"
"FF","JV","Undirected","111","2.8.7"
"FF","GR","Undirected","112","2.8.7"
"FF","MI","Undirected","113","2.8.8"
"FF","JV","Undirected","114","2.8.8"
"JV","MI","Undirected","115","2.8.8"
"CO","MI","Undirected","116","2.8.8"
"FF","MI","Undirected","117","2.8.8"
"CO","FF","Undirected","118","2.8.9"
"CO","JV","Undirected","119","2.8.9"
"FF","JV","Undirected","120","2.8.9"
