Source,Target,Type,Id,Label
"TH","TM","Undirected","1","3.1.13"
"EP","TH","Undirected","2","3.1.13"
"AZ","TH","Undirected","3","3.1.13"
"EP","TM","Undirected","4","3.1.13"
"AZ","TM","Undirected","5","3.1.13"
"AZ","EP","Undirected","6","3.1.13"
"GI","MN","Undirected","7","3.2.6"
"MG","MV","Undirected","8","3.2.8"
"MG","TG","Undirected","9","3.2.8"
"GI","MG","Undirected","10","3.2.8"
"MA","MG","Undirected","11","3.2.8"
"GI","MA","Undirected","12","3.2.8"
"BT","GI","Undirected","13","3.3.1"
"BT","LA","Undirected","14","3.3.1"
"GI","MG","Undirected","15","3.3.1"
"MA","MG","Undirected","16","3.3.1"
"GI","MA","Undirected","17","3.3.1"
"GP","WP","Undirected","18","3.3.2"
"AM","GP","Undirected","19","3.3.2"
"GP","NP","Undirected","20","3.3.2"
"GP","MP","Undirected","21","3.3.2"
"GI","MA","Undirected","22","3.3.2"
"GP","MA","Undirected","23","3.3.2"
"AM","GP","Undirected","24","3.3.2"
"GP","MM","Undirected","25","3.3.2"
"GP","MA","Undirected","26","3.3.2"
"GP","MM","Undirected","27","3.3.2"
"MA","MM","Undirected","28","3.3.2"
"BT","MA","Undirected","29","3.3.3"
"GI","MA","Undirected","30","3.3.4"
"MA","WP","Undirected","31","3.3.4"
"AM","GP","Undirected","32","3.3.4"
"DV","GP","Undirected","33","3.3.4"
"GP","WP","Undirected","34","3.3.4"
"AM","DV","Undirected","35","3.3.4"
"AM","WP","Undirected","36","3.3.4"
"DV","WP","Undirected","37","3.3.4"
"MA","MM","Undirected","38","3.3.5"
"GI","MA","Undirected","39","3.3.5"
"GI","MG","Undirected","40","3.3.5"
"MA","MG","Undirected","41","3.3.5"
"GI","MA","Undirected","42","3.3.7"
"MA","MG","Undirected","43","3.3.7"
"GI","MG","Undirected","44","3.3.7"
"MG","TG","Undirected","45","3.3.7"
"MA","TG","Undirected","46","3.3.7"
"GI","MA","Undirected","47","3.3.8"
"GI","MG","Undirected","48","3.3.8"
"GI","MA","Undirected","49","3.3.8"
"GI","MG","Undirected","50","3.3.8"
"BO","MA","Undirected","51","3.4.2"
"BO","MA","Undirected","52","3.4.2"
"CR","MA","Undirected","53","3.4.2"
"BO","CR","Undirected","54","3.4.2"
"CR","MA","Undirected","55","3.4.3"
"BA","MA","Undirected","56","3.4.3"
"CM","MA","Undirected","57","3.4.3"
"BA","CM","Undirected","58","3.4.3"
"EN","MA","Undirected","59","3.4.3"
"CR","MA","Undirected","60","3.4.3"
"CR","EN","Undirected","61","3.4.3"
"EN","MA","Undirected","62","3.4.4"
"BO","GT","Undirected","63","3.4.4"
"BA","JO","Undirected","64","3.4.4"
"GT","JO","Undirected","65","3.4.4"
"BA","GT","Undirected","66","3.4.4"
"CO","CR","Undirected","67","3.4.4"
"BO","CO","Undirected","68","3.4.5"
"BO","MA","Undirected","69","3.4.5"
"BO","CR","Undirected","70","3.4.5"
"BO","EN","Undirected","71","3.4.5"
"BA","BO","Undirected","72","3.4.5"
"CO","MA","Undirected","73","3.4.5"
"CO","CR","Undirected","74","3.4.5"
"CO","EN","Undirected","75","3.4.5"
"BA","CO","Undirected","76","3.4.5"
"CR","MA","Undirected","77","3.4.5"
"EN","MA","Undirected","78","3.4.5"
"BA","MA","Undirected","79","3.4.5"
"CR","EN","Undirected","80","3.4.5"
"BA","CR","Undirected","81","3.4.5"
"BA","EN","Undirected","82","3.4.5"
"EN","MA","Undirected","83","3.4.5"
"CO","MA","Undirected","84","3.4.5"
"CO","EN","Undirected","85","3.4.5"
"EN","MA","Undirected","86","3.4.5"
"CR","MA","Undirected","87","3.4.6"
"MM","PL","Undirected","88","3.5.4"
"CR","MA","Undirected","89","3.5.5"
"MA","MM","Undirected","90","3.5.5"
"MA","SR","Undirected","91","3.5.5"
"GI","MG","Undirected","92","3.5.6"
"GI","MG","Undirected","93","3.5.6"
"GI","TG","Undirected","94","3.5.6"
"MG","TG","Undirected","95","3.5.6"
"GI","TG","Undirected","96","3.5.6"
"CO","MA","Undirected","97","3.6.1"
"JV","MA","Undirected","98","3.6.1"
"CO","MA","Undirected","99","3.6.1"
"CO","JV","Undirected","100","3.6.1"
"JV","MA","Undirected","101","3.6.2"
"CO","MA","Undirected","102","3.6.2"
"CO","JV","Undirected","103","3.6.2"
"CO","MA","Undirected","104","3.6.3"
"CR","MA","Undirected","105","3.6.4"
"JV","MA","Undirected","106","3.6.4"
"CO","MA","Undirected","107","3.6.4"
"CO","JV","Undirected","108","3.6.4"
"BU","CR","Undirected","109","3.6.5"
"BU","MA","Undirected","110","3.6.5"
"CO","MA","Undirected","111","3.6.5"
"JV","MA","Undirected","112","3.6.5"
"CO","JV","Undirected","113","3.6.5"
"CO","MA","Undirected","114","3.6.6"
"JV","MA","Undirected","115","3.6.6"
"CO","JV","Undirected","116","3.6.6"
"CO","MA","Undirected","117","3.6.6"
"CR","MA","Undirected","118","3.6.6"
"JP","MA","Undirected","119","3.6.6"
"CR","JP","Undirected","120","3.6.6"
"JV","MA","Undirected","121","3.6.7"
"CO","MA","Undirected","122","3.6.7"
"CO","JV","Undirected","123","3.6.7"
"CO","MA","Undirected","124","3.6.8"
"JV","MA","Undirected","125","3.6.8"
"CO","JV","Undirected","126","3.6.8"
"CO","MA","Undirected","127","3.6.9"
"JV","MA","Undirected","128","3.6.9"
"CO","JV","Undirected","129","3.6.9"
"MA","PS","Undirected","130","3.6.9"
"JV","MA","Undirected","131","3.6.9"
"CO","MA","Undirected","132","3.6.9"
"CO","JV","Undirected","133","3.6.9"
"MA","PS","Undirected","134","3.6.9"
"GU","QU","Undirected","135","3.7.3"
"GU","QU","Undirected","136","3.7.4"
"EP","MA","Undirected","137","3.8.3"
"EP","MA","Undirected","138","3.8.4"
"TH","TM","Undirected","139","3.8.6"
"EP","TH","Undirected","140","3.8.7"
"EP","TM","Undirected","141","3.8.7"
"TH","TM","Undirected","142","3.8.7"
"EP","TH","Undirected","143","3.8.7"
"AZ","TH","Undirected","144","3.8.7"
"TH","TM","Undirected","145","3.8.7"
"AZ","TH","Undirected","146","3.8.7"
"EP","TH","Undirected","147","3.8.8"
"EP","TM","Undirected","148","3.8.8"
"TH","TM","Undirected","149","3.8.8"
"JV","TH","Undirected","150","3.8.8"
"CO","TH","Undirected","151","3.8.8"
"CO","JV","Undirected","152","3.8.8"
"JV","TH","Undirected","153","3.8.9"
"TH","TM","Undirected","154","3.8.9"
"AZ","TH","Undirected","155","3.8.9"
"JV","TM","Undirected","156","3.8.9"
"AZ","JV","Undirected","157","3.8.9"
"AZ","TM","Undirected","158","3.8.9"
"AZ","CO","Undirected","159","3.8.9"
"CO","TH","Undirected","160","3.8.9"
"CO","JV","Undirected","161","3.8.9"
"AZ","TH","Undirected","162","3.8.9"
"AZ","JV","Undirected","163","3.8.9"
"JV","TH","Undirected","164","3.8.9"
"JV","TH","Undirected","165","3.8.9"
"CO","JV","Undirected","166","3.8.9"
"EP","JV","Undirected","167","3.8.9"
"CO","TH","Undirected","168","3.8.10"
"AZ","CO","Undirected","169","3.8.10"
"AZ","TH","Undirected","170","3.8.10"
"CG","MA","Undirected","171","3.8.10"
"PN","TH","Undirected","172","3.8.10"
"EP","MA","Undirected","173","3.8.11"
"TH","TM","Undirected","174","3.8.12"
"AZ","TH","Undirected","175","3.8.12"
"EP","TH","Undirected","176","3.8.12"
"AZ","TM","Undirected","177","3.8.12"
"EP","TM","Undirected","178","3.8.12"
"AZ","EP","Undirected","179","3.8.12"
"TH","TM","Undirected","180","3.8.12"
"BJ","MA","Undirected","181","3.8.13"
"DU","MA","Undirected","182","3.8.13"
"BJ","DU","Undirected","183","3.8.13"
"JA","MA","Undirected","184","3.8.14"
"BO","CR","Undirected","185","3.8.15"
"CR","MA","Undirected","186","3.8.15"
"BO","MA","Undirected","187","3.8.15"
"MA","TH","Undirected","188","3.8.15"
"TH","TM","Undirected","189","3.8.16"
"EP","TH","Undirected","190","3.8.16"
"AZ","TH","Undirected","191","3.8.16"
"EP","TM","Undirected","192","3.8.16"
"AZ","TM","Undirected","193","3.8.16"
"AZ","EP","Undirected","194","3.8.16"
"EP","MA","Undirected","195","3.8.16"
"EP","TH","Undirected","196","3.8.16"
"AZ","TH","Undirected","197","3.8.16"
"AZ","EP","Undirected","198","3.8.16"
"TH","TM","Undirected","199","3.8.17"
"TH","TM","Undirected","200","3.8.18"
"JV","TH","Undirected","201","3.8.18"
"JV","TM","Undirected","202","3.8.18"
"JV","TH","Undirected","203","3.8.19"
"JV","TM","Undirected","204","3.8.19"
"TH","TM","Undirected","205","3.8.19"
"BJ","PN","Undirected","206","3.8.19"
"DU","PN","Undirected","207","3.8.19"
"BZ","PN","Undirected","208","3.8.19"
"BJ","DU","Undirected","209","3.8.19"
"BJ","BZ","Undirected","210","3.8.19"
"BZ","DU","Undirected","211","3.8.19"
"JV","TH","Undirected","212","3.8.19"
"BB","GU","Undirected","213","3.8.20"
"BB","QU","Undirected","214","3.8.20"
"GU","QU","Undirected","215","3.8.20"
"BB","TH","Undirected","216","3.8.20"
"BJ","PN","Undirected","217","3.8.20"
"DU","PN","Undirected","218","3.8.20"
"BJ","DU","Undirected","219","3.8.20"
"JV","TH","Undirected","220","3.8.20"
"GU","TH","Undirected","221","3.8.20"
"JV","PN","Undirected","222","3.8.20"
"JV","TH","Undirected","223","3.8.20"
"PN","TH","Undirected","224","3.8.20"
"JV","PN","Undirected","225","3.8.20"
"BJ","JV","Undirected","226","3.8.20"
"DU","JV","Undirected","227","3.8.20"
"GU","JV","Undirected","228","3.8.20"
"BB","JV","Undirected","229","3.8.20"
"JV","QU","Undirected","230","3.8.20"
"BJ","PN","Undirected","231","3.8.20"
