Source,Target,Type,Id,Label
"CM","EN","Undirected","853","5.1.2"
"CR","EN","Undirected","854","5.1.2"
"EN","FE","Undirected","855","5.1.2"
"EN","JO","Undirected","856","5.1.2"
"BO","EN","Undirected","857","5.1.2"
"CM","CR","Undirected","858","5.1.2"
"CM","FE","Undirected","859","5.1.2"
"CM","JO","Undirected","860","5.1.2"
"BO","CM","Undirected","861","5.1.2"
"CR","FE","Undirected","862","5.1.2"
"CR","JO","Undirected","863","5.1.2"
"BO","CR","Undirected","864","5.1.2"
"FE","JO","Undirected","865","5.1.2"
"BO","FE","Undirected","866","5.1.2"
"BO","JO","Undirected","867","5.1.2"
"EN","WA","Undirected","868","5.1.3"
"CM","EN","Undirected","869","5.1.4"
"EN","IW","Undirected","870","5.1.4"
"CM","IW","Undirected","871","5.1.4"
"IW","MA","Undirected","872","5.1.4"
"EN","MA","Undirected","873","5.1.4"
"CM","MA","Undirected","874","5.1.4"
"CR","MA","Undirected","875","5.1.4"
"IW","MA","Undirected","876","5.1.4"
"CM","EN","Undirected","877","5.1.4"
"CR","EN","Undirected","878","5.1.4"
"EN","IW","Undirected","879","5.1.4"
"CM","CR","Undirected","880","5.1.4"
"CM","IW","Undirected","881","5.1.4"
"CR","IW","Undirected","882","5.1.4"
"JV","MA","Undirected","883","5.1.4"
"EN","MA","Undirected","884","5.1.4"
"EN","JV","Undirected","885","5.1.4"
"EN","JA","Undirected","886","5.1.6"
"EN","JA","Undirected","887","5.1.6"
"EN","JV","Undirected","888","5.1.6"
"JA","JV","Undirected","889","5.1.6"
"BO","EN","Undirected","890","5.1.7"
"CR","EN","Undirected","891","5.1.7"
"CM","EN","Undirected","892","5.1.7"
"BO","CR","Undirected","893","5.1.7"
"BO","CM","Undirected","894","5.1.7"
"CM","CR","Undirected","895","5.1.7"
"BO","EN","Undirected","896","5.1.7"
"CR","EN","Undirected","897","5.1.7"
"CM","EN","Undirected","898","5.1.7"
"EN","GA","Undirected","899","5.1.7"
"BO","CR","Undirected","900","5.1.7"
"BO","CM","Undirected","901","5.1.7"
"BO","GA","Undirected","902","5.1.7"
"CM","CR","Undirected","903","5.1.7"
"CR","GA","Undirected","904","5.1.7"
"CM","GA","Undirected","905","5.1.7"
"GA","MA","Undirected","906","5.1.8"
"CM","EN","Undirected","907","5.1.8"
"EN","JV","Undirected","908","5.1.9"
"EN","GA","Undirected","909","5.1.11"
"BO","JV","Undirected","910","5.1.11"
"CR","EN","Undirected","911","5.1.13"
"BO","CR","Undirected","912","5.1.14"
"BO","EN","Undirected","913","5.1.14"
"CR","GA","Undirected","914","5.1.15"
