Source,Target,Type,Id,Label
"BU","TH","Undirected","393","3.1.13"
"GI","MN","Undirected","394","3.2.6"
"MG","MP","Undirected","395","3.2.8"
"MG","MV","Undirected","396","3.2.8"
"MG","TG","Undirected","397","3.2.8"
"GI","MG","Undirected","398","3.2.8"
"MA","MG","Undirected","399","3.2.8"
"GI","MA","Undirected","400","3.2.8"
"BT","GI","Undirected","401","3.3.1"
"BT","LA","Undirected","402","3.3.1"
"GI","MG","Undirected","403","3.3.1"
"MA","MG","Undirected","404","3.3.1"
"GI","MA","Undirected","405","3.3.1"
"GP","NP","Undirected","406","3.3.2"
"GP","MP","Undirected","407","3.3.2"
"MA","MG","Undirected","408","3.3.2"
"AM","GP","Undirected","409","3.3.2"
"GP","MM","Undirected","410","3.3.2"
"AM","MM","Undirected","411","3.3.2"
"BT","MA","Undirected","412","3.3.3"
"GI","MA","Undirected","413","3.3.4"
"GP","MA","Undirected","414","3.3.4"
"AM","GP","Undirected","415","3.3.4"
"DV","GP","Undirected","416","3.3.4"
"GP","WP","Undirected","417","3.3.4"
"AM","DV","Undirected","418","3.3.4"
"AM","WP","Undirected","419","3.3.4"
"DV","WP","Undirected","420","3.3.4"
"MA","MM","Undirected","421","3.3.5"
"GI","MA","Undirected","422","3.3.5"
"GI","MG","Undirected","423","3.3.5"
"MA","MG","Undirected","424","3.3.5"
"MG","TG","Undirected","425","3.3.7"
"MA","TG","Undirected","426","3.3.7"
"GI","MG","Undirected","427","3.3.8"
"GI","MA","Undirected","428","3.3.8"
"GI","MG","Undirected","429","3.3.8"
"BO","MA","Undirected","430","3.4.2"
"BO","MA","Undirected","431","3.4.2"
"CR","MA","Undirected","432","3.4.2"
"BO","CR","Undirected","433","3.4.2"
"CR","MA","Undirected","434","3.4.3"
"CR","EN","Undirected","435","3.4.3"
"EN","MA","Undirected","436","3.4.3"
"CR","MA","Undirected","437","3.4.3"
"BO","GT","Undirected","438","3.4.4"
"BA","JO","Undirected","439","3.4.4"
"CR","EN","Undirected","440","3.4.5"
"CR","MA","Undirected","441","3.4.5"
"CM","CR","Undirected","442","3.4.5"
"EN","MA","Undirected","443","3.4.5"
"CM","EN","Undirected","444","3.4.5"
"CM","MA","Undirected","445","3.4.5"
"CR","MA","Undirected","446","3.4.6"
"MM","PL","Undirected","447","3.5.4"
"MA","SR","Undirected","448","3.5.5"
"GI","MG","Undirected","449","3.5.6"
"GI","TG","Undirected","450","3.5.6"
"CO","MA","Undirected","451","3.6.1"
"JV","MA","Undirected","452","3.6.1"
"CO","MA","Undirected","453","3.6.1"
"CO","JV","Undirected","454","3.6.1"
"JV","MA","Undirected","455","3.6.2"
"CO","MA","Undirected","456","3.6.2"
"CO","JV","Undirected","457","3.6.2"
"CO","MA","Undirected","458","3.6.3"
"BU","CR","Undirected","459","3.6.5"
"BU","MA","Undirected","460","3.6.5"
"CO","MA","Undirected","461","3.6.5"
"JV","MA","Undirected","462","3.6.5"
"CO","JV","Undirected","463","3.6.5"
"CO","MA","Undirected","464","3.6.6"
"CO","MA","Undirected","465","3.6.6"
"FT","MA","Undirected","466","3.6.6"
"CO","FT","Undirected","467","3.6.6"
"CO","MA","Undirected","468","3.6.8"
"MA","PS","Undirected","469","3.6.9"
"MA","TH","Undirected","470","3.8.4"
"EP","TH","Undirected","471","3.8.7"
"TH","TM","Undirected","472","3.8.7"
"JV","TH","Undirected","473","3.8.8"
"CO","TH","Undirected","474","3.8.8"
"CO","JV","Undirected","475","3.8.8"
"JV","TH","Undirected","476","3.8.9"
"CG","MA","Undirected","477","3.8.10"
"EP","MA","Undirected","478","3.8.11"
"TH","TM","Undirected","479","3.8.12"
"BJ","DU","Undirected","480","3.8.13"
"JV","MA","Undirected","481","3.8.14"
"BO","CR","Undirected","482","3.8.15"
"TH","TM","Undirected","483","3.8.16"
"EP","TH","Undirected","484","3.8.16"
"AZ","TH","Undirected","485","3.8.16"
"EP","TM","Undirected","486","3.8.16"
"AZ","TM","Undirected","487","3.8.16"
"AZ","EP","Undirected","488","3.8.16"
"TH","TM","Undirected","489","3.8.17"
"TH","TM","Undirected","490","3.8.18"
"JV","TH","Undirected","491","3.8.18"
"JV","TM","Undirected","492","3.8.18"
"TH","TM","Undirected","493","3.8.19"
"JV","TH","Undirected","494","3.8.19"
"JV","TM","Undirected","495","3.8.19"
"BB","TH","Undirected","496","3.8.20"
"GU","TH","Undirected","497","3.8.20"
"QU","TH","Undirected","498","3.8.20"
"BB","GU","Undirected","499","3.8.20"
"BB","QU","Undirected","500","3.8.20"
"GU","QU","Undirected","501","3.8.20"
